name,group,Region,quadrant,jobdensity,imd
Burntwood BUASD,Medium,West Midlands,Mid Deprived Residential,0.469,0.55
Abingdon BUASD,Medium,South East,Least Deprived Working,0.702,0.82
Worsley BUASD,Small,North West,Least Deprived Working,0.275,0.88
High Wycombe BUASD,Large,South East,Least Deprived Working,0.901,0.62
East Grinstead BUASD,Medium,South East,Least Deprived Mixed,0.682,0.92
Brownhills BUASD,Medium,West Midlands,Most Deprived Mixed,0.564,0.18
Atherstone BUASD,Small,West Midlands,Most Deprived Working,1.210,0.28
Burton upon Trent BUASD,Medium,West Midlands,Most Deprived Working,0.858,0.31
Bamber Bridge BUASD,Medium,North West,Least Deprived Mixed,0.585,0.65
Wilmslow BUASD,Medium,North West,Least Deprived Working,1.158,0.78
Gloucester BUASD,Large,South West,Most Deprived Working,0.866,0.32
Otley BUASD,Small,Yorkshire and The Humber,Least Deprived Mixed,0.558,0.67
Bushey BUASD,Medium,East of England,Least Deprived Mixed,0.664,0.74
Gateshead BUASD,Large,North East,Least Deprived Working,0.846,0.09
Newport Pagnell BUASD,Small,South East,Least Deprived Mixed,0.559,0.87
Ilkeston BUASD,Medium,East Midlands,Most Deprived Mixed,0.651,0.16
Newton-le-Willows BUASD,Medium,North West,Most Deprived Mixed,0.672,0.1
Tilbury BUASD,Small,East of England,Most Deprived Mixed,0.644,0.01
Droitwich BUASD,Medium,West Midlands,Mid Deprived Mixed,0.579,0.42
Mountsorrel BUASD,Small,East Midlands,Least Deprived Residential,0.357,0.64
Chesterfield BUASD,Large,East Midlands,Most Deprived Working,0.900,0.26
Billericay BUASD,Medium,East of England,Least Deprived Mixed,0.639,0.92
Bideford BUASD,Small,South West,Most Deprived Mixed,0.605,0.21
Wendover BUASD,Small,South East,Least Deprived Residential,0.429,0.92
Jarrow BUASD,Medium,North East,Mid Deprived Mixed,0.657,0.06
Tamworth BUASD,Medium,West Midlands,Most Deprived Mixed,0.595,0.29
Newbury BUASD,Medium,South East,Least Deprived Working,1.406,0.61
Hale (Trafford) BUASD,Small,North West,Least Deprived Working,0.719,0.98
Weymouth BUASD,Medium,South West,Most Deprived Residential,0.539,0.32
Bracknell BUASD,Large,South East,Least Deprived Working,0.984,0.66
Cinderford BUASD,Small,South West,Most Deprived Residential,0.504,0.24
Cookham BUASD,Small,South East,Least Deprived Residential,0.471,0.96
Ferndown BUASD,Medium,South West,Least Deprived Working,1.150,0.73
Cannock BUASD,Medium,West Midlands,Most Deprived Mixed,0.563,0.27
Royal Tunbridge Wells BUASD,Medium,South East,Least Deprived Working,0.918,0.73
Preston BUASD,Large,North West,Most Deprived Working,0.962,0.11
Oldham BUASD,Large,North West,Most Deprived Mixed,0.684,0
Mildenhall BUASD,Small,East of England,Mid Deprived Residential,0.489,0.54
Accrington BUASD,Medium,North West,Mid Deprived Mixed,0.587,0.06
Bedford BUASD,Large,East of England,Most Deprived Working,0.920,0.22
Peterlee BUASD,Medium,North East,Most Deprived Residential,0.354,0.01
Exeter BUASD,Large,South West,Mid Deprived Working,1.178,0.5
Corby BUASD,Medium,East Midlands,Most Deprived Working,0.769,0.2
Reigate BUASD,Medium,South East,Least Deprived Working,1.092,0.86
Stourport-on-Severn BUASD,Medium,West Midlands,Most Deprived Residential,0.508,0.35
Prudhoe BUASD,Small,North East,Mid Deprived Mixed,0.559,0.47
Hastings BUASD,Large,South East,Least Deprived Working,0.740,0.07
Stockport BUASD,Large,North West,Most Deprived Working,1.025,0.26
Rugby BUASD,Medium,West Midlands,Mid Deprived Working,0.855,0.57
Marlow BUASD,Small,South East,Least Deprived Working,1.396,0.88
Aylesbury BUASD,Medium,South East,Mid Deprived Working,0.818,0.55
Solihull BUASD,Large,West Midlands,Least Deprived Working,1.020,0.78
Ipswich BUASD,Large,East of England,Most Deprived Working,0.883,0.26
Liversedge BUASD,Small,Yorkshire and The Humber,Most Deprived Residential,0.428,0.28
Penistone BUASD,Small,Yorkshire and The Humber,Least Deprived Residential,0.319,0.79
Basildon BUASD,Large,East of England,Least Deprived Working,0.879,0.08
Worksop BUASD,Medium,East Midlands,Most Deprived Working,0.834,0.26
Chertsey BUASD,Small,South East,Mid Deprived Working,1.380,0.59
Chelmsford BUASD,Large,East of England,Least Deprived Working,1.078,0.63
Standish BUASD,Small,North West,Least Deprived Residential,0.482,0.74
Fazeley BUASD,Small,West Midlands,Mid Deprived Working,1.525,0.49
Andover BUASD,Medium,South East,Mid Deprived Working,0.837,0.57
Watton BUASD,Small,East of England,Mid Deprived Residential,0.454,0.53
Warlingham BUASD,Small,South East,Least Deprived Residential,0.381,0.92
Wingerworth BUASD,Small,East Midlands,Least Deprived Residential,0.223,0.99
Woking BUASD,Large,South East,Least Deprived Working,0.806,0.83
Chesham BUASD,Medium,South East,Mid Deprived Working,0.730,0.54
Woodley BUASD,Medium,South East,Least Deprived Working,1.022,0.9
Yeadon BUASD,Small,Yorkshire and The Humber,Least Deprived Working,0.944,0.7
Clay Cross BUASD,Small,East Midlands,Most Deprived Mixed,0.602,0.17
Runcorn BUASD,Medium,North West,Mid Deprived Working,0.856,0.05
Wellingborough BUASD,Medium,East Midlands,Most Deprived Working,0.835,0.17
Telford BUASD,Large,West Midlands,Most Deprived Working,0.899,0.13
Ditton BUASD,Medium,South East,Mid Deprived Working,0.915,0.56
Egham BUASD,Medium,South East,Least Deprived Working,1.475,0.86
Wolverhampton BUASD,Large,West Midlands,Least Deprived Working,0.705,0.07
Staines BUASD,Medium,South East,Least Deprived Working,0.776,0.76
Torquay BUASD,Medium,South West,Mid Deprived Working,0.849,0.06
Paignton BUASD,Medium,South West,Most Deprived Working,0.818,0.21
Grimsby BUASD,Large,Yorkshire and The Humber,Most Deprived Working,0.843,0.03
West Hallam BUASD,Small,East Midlands,Least Deprived Residential,0.355,0.83
Weston-Super-Mare BUASD,Large,South West,Most Deprived Mixed,0.678,0.18
Beeston (Broxtowe) BUASD,Medium,East Midlands,Least Deprived Working,0.822,0.62
Warwick BUASD,Medium,West Midlands,Least Deprived Working,1.979,0.66
Filton BUASD,Medium,South West,Least Deprived Working,1.618,0.72
Stafford BUASD,Medium,West Midlands,Mid Deprived Working,0.860,0.55
West Kingsdown BUASD,Small,South East,Least Deprived Mixed,0.592,0.77
Rotherham BUASD,Large,Yorkshire and The Humber,Least Deprived Working,0.731,0.08
Leyland BUASD,Medium,North West,Mid Deprived Working,1.078,0.45
Mansfield BUASD,Large,East Midlands,Most Deprived Working,0.699,0.19
Swadlincote BUASD,Medium,East Midlands,Most Deprived Residential,0.387,0.39
Northwich BUASD,Medium,North West,Mid Deprived Working,0.807,0.5
Iver Heath BUASD,Small,South East,Least Deprived Working,0.755,0.7
Rainford BUASD,Small,North West,Least Deprived Residential,0.546,0.63
Stroud BUASD,Medium,South West,Mid Deprived Mixed,0.680,0.55
Lancaster BUASD,Medium,North West,Most Deprived Mixed,0.586,0.33
Harlow BUASD,Large,East of England,Most Deprived Working,0.896,0.24
Wokingham BUASD,Medium,South East,Least Deprived Working,0.915,0.97
Kidsgrove BUASD,Medium,West Midlands,Mid Deprived Mixed,0.581,0.45
Littleborough BUASD,Small,North West,Mid Deprived Residential,0.440,0.57
Camberley BUASD,Medium,South East,Least Deprived Working,0.955,0.82
Slough BUASD,Large,South East,Most Deprived Working,0.895,0.31
Tynemouth BUASD,Medium,North East,Most Deprived Working,1.061,0.16
Alfreton BUASD,Medium,East Midlands,Most Deprived Working,0.938,0.19
Colchester BUASD,Large,East of England,Most Deprived Working,0.903,0.37
Wimborne Minster BUASD,Small,South West,Least Deprived Working,0.715,0.77
Kingsnorth (Ashford) BUASD,Small,South East,Least Deprived Mixed,0.268,0.77
Ryde BUASD,Medium,South East,Most Deprived Residential,0.488,0.13
Cramlington BUASD,Medium,North East,Mid Deprived Working,0.954,0.45
Grantham BUASD,Medium,East Midlands,Most Deprived Working,0.745,0.31
Wombwell BUASD,Medium,Yorkshire and The Humber,Most Deprived Residential,0.337,0.11
Chester-le-Street BUASD,Medium,North East,Most Deprived Mixed,0.613,0.27
Kesgrave BUASD,Small,East of England,Least Deprived Working,0.736,0.93
Epsom BUASD,Medium,South East,Least Deprived Working,0.974,0.77
Minster (Swale) BUASD,Small,South East,Most Deprived Residential,0.219,0.29
Horsforth BUASD,Small,Yorkshire and The Humber,Least Deprived Mixed,0.686,0.81
Hoylake BUASD,Small,North West,Least Deprived Residential,0.467,0.76
Rayleigh BUASD,Large,East of England,Least Deprived Residential,0.535,0.79
Wigan BUASD,Large,North West,Most Deprived Working,0.782,0.22
Partington BUASD,Small,North West,Most Deprived Residential,0.237,0
Dudley (North Tyneside) BUASD,Small,North East,Least Deprived Working,0.279,0.09
Middlesbrough BUASD,Large,North East,Most Deprived Working,0.726,0.01
Waltham Abbey BUASD,Small,East of England,Most Deprived Mixed,0.632,0.25
Consett BUASD,Medium,North East,Most Deprived Residential,0.538,0.27
Whitworth BUASD,Small,North West,Most Deprived Mixed,0.265,0.28
Peterborough BUASD,Large,East of England,Most Deprived Working,1.117,0.12
Carlisle BUASD,Large,North West,Most Deprived Working,1.043,0.28
Royal Leamington Spa BUASD,Medium,West Midlands,Mid Deprived Working,0.773,0.59
Poulton-le-Fylde BUASD,Small,North West,Least Deprived Mixed,0.572,0.77
Stanley BUASD,Medium,North East,Most Deprived Residential,0.340,0.03
Bexhill BUASD,Medium,South East,Most Deprived Residential,0.551,0.27
Leek BUASD,Small,West Midlands,Most Deprived Working,0.704,0.34
Wallsend BUASD,Medium,North East,Least Deprived Residential,0.391,0.09
Huddersfield BUASD,Large,Yorkshire and The Humber,Most Deprived Working,0.746,0.2
Hunstanton BUASD,Small,East of England,Most Deprived Mixed,0.691,0.35
Cambridge BUASD,Large,East of England,Least Deprived Working,1.260,0.75
Colne BUASD,Small,North West,Most Deprived Working,0.712,0.12
Weybridge BUASD,Medium,South East,Least Deprived Working,1.247,0.93
Glossop BUASD,Medium,East Midlands,Mid Deprived Mixed,0.574,0.43
Hoddesdon BUASD,Medium,East of England,Mid Deprived Mixed,0.681,0.51
Staveley BUASD,Small,East Midlands,Most Deprived Residential,0.430,0.13
Bury BUASD,Large,North West,Most Deprived Working,0.951,0.23
Redruth BUASD,Small,South West,Most Deprived Working,0.703,0.19
Amersham BUASD,Medium,South East,Least Deprived Working,1.074,0.94
Swanscombe BUASD,Small,South East,Mid Deprived Working,1.448,0.42
Wetherby BUASD,Small,Yorkshire and The Humber,Least Deprived Working,1.778,0.9
Locks Heath/Warsash/Whiteley BUASD,Medium,South East,Least Deprived Working,1.381,0.94
Nailsworth BUASD,Small,South West,Least Deprived Working,1.045,0.74
Leiston BUASD,Small,East of England,Most Deprived Residential,0.393,0.34
Skelmersdale BUASD,Medium,North West,Most Deprived Working,0.834,0.02
Washington BUASD,Medium,North East,Most Deprived Working,1.014,0.21
Ellesmere Port BUASD,Medium,North West,Most Deprived Working,0.771,0.24
Rickmansworth BUASD,Medium,East of England,Least Deprived Working,0.877,0.9
Carnforth BUASD,Small,North West,Mid Deprived Mixed,0.637,0.49
Newcastle-under-Lyme BUASD,Large,West Midlands,Most Deprived Working,0.794,0.36
Swindon BUASD,Large,South West,Mid Deprived Working,0.900,0.4
Walsall BUASD,Medium,West Midlands,Most Deprived Working,1.135,0.03
Oxford BUASD,Large,South East,Mid Deprived Working,1.172,0.55
Shoreham-by-Sea BUASD,Medium,South East,Mid Deprived Mixed,0.598,0.47
Rochester BUASD,Medium,South East,Most Deprived Working,0.791,0.27
Hoyland BUASD,Small,Yorkshire and The Humber,Most Deprived Residential,0.312,0.12
Hemel Hempstead BUASD,Large,East of England,Mid Deprived Working,0.915,0.45
Brierfield BUASD,Small,North West,Most Deprived Working,0.891,0.1
Lincoln BUASD,Large,East Midlands,Most Deprived Working,0.815,0.2
Worcester BUASD,Large,West Midlands,Mid Deprived Working,0.908,0.41
Stowmarket BUASD,Small,East of England,Mid Deprived Mixed,0.607,0.53
Grays BUASD,Medium,East of England,Mid Deprived Working,0.978,0.4
Batley BUASD,Large,Yorkshire and The Humber,Most Deprived Mixed,0.580,0.26
Rochford BUASD,Small,East of England,Mid Deprived Mixed,0.599,0.49
Margate BUASD,Medium,South East,Most Deprived Mixed,0.595,0.04
Haslemere BUASD,Small,South East,Least Deprived Residential,0.538,0.93
Cranleigh BUASD,Small,South East,Least Deprived Mixed,0.643,0.95
Bicester BUASD,Medium,South East,Least Deprived Working,0.838,0.86
Bridgnorth BUASD,Small,West Midlands,Least Deprived Mixed,0.603,0.63
Wareham BUASD,Small,South West,Mid Deprived Working,0.892,0.54
South Normanton BUASD,Small,East Midlands,Most Deprived Working,1.202,0.37
Merley BUASD,Small,South West,Least Deprived Residential,0.506,0.99
Blackpool BUASD,Large,North West,Most Deprived Working,0.891,0.03
Wakefield BUASD,Large,Yorkshire and The Humber,Most Deprived Working,1.056,0.21
Bude BUASD,Small,South West,Most Deprived Working,0.940,0.17
Gosport BUASD,Medium,South East,Most Deprived Residential,0.410,0.38
Seaton BUASD,Small,North West,Least Deprived Residential,0.431,0.82
Thornaby-on-Tees BUASD,Medium,North East,Most Deprived Working,0.974,0.03
Adwick le Street BUASD,Small,Yorkshire and The Humber,Mid Deprived Residential,0.425,0.06
Houghton-le-Spring BUASD,Small,North East,Most Deprived Working,0.297,0.15
Herne Bay BUASD,Medium,South East,Most Deprived Residential,0.346,0.36
Tadley BUASD,Small,South East,Least Deprived Working,1.175,0.92
Leatherhead BUASD,Medium,South East,Least Deprived Working,1.155,0.9
West Bromwich BUASD,Medium,West Midlands,Most Deprived Working,0.943,0.01
Whitley Bay BUASD,Medium,North East,Least Deprived Residential,0.468,0.71
Horley BUASD,Medium,South East,Least Deprived Residential,0.530,0.72
Newark-on-Trent BUASD,Medium,East Midlands,Most Deprived Working,0.796,0.24
Pershore BUASD,Small,West Midlands,Most Deprived Working,1.120,0.38
St Helens BUASD,Large,North West,Mid Deprived Mixed,0.640,0.06
Stockton-on-Tees BUASD,Large,North East,Mid Deprived Working,0.842,0.06
Hitchin BUASD,Medium,East of England,Least Deprived Working,0.716,0.73
Burley in Wharfedale BUASD,Small,Yorkshire and The Humber,Least Deprived Working,0.274,0.98
Reading BUASD,Large,South East,Mid Deprived Working,0.963,0.51
Hedge End BUASD,Medium,South East,Least Deprived Mixed,0.590,0.91
Westergate BUASD,Small,South East,Least Deprived Mixed,0.599,0.73
Loughton BUASD,Medium,East of England,Mid Deprived Working,1.053,0.49
Milton Keynes BUASD,Large,South East,Most Deprived Working,1.250,0.32
Redditch BUASD,Large,West Midlands,Most Deprived Working,0.722,0.33
Chester BUASD,Large,North West,Most Deprived Working,0.988,0.39
Ruthin BUA,Small,Wales,Least Deprived Working,1.209,0.89
Gresford BUA,Small,Wales,Most Deprived Mixed,0.628,1
Broughton (Flintshire) BUA,Small,Wales,Least Deprived Residential,3.388,0.92
Abertillery BUA,Small,Wales,Most Deprived Mixed,0.270,0.22
Pencoed BUA,Small,Wales,Least Deprived Working,0.698,0.86
Newtown (Powys) BUA,Small,Wales,Mid Deprived Working,1.009,0.53
Pembroke Dock BUA,Small,Wales,Most Deprived Working,0.704,0.14
Pyle BUA,Small,Wales,Most Deprived Residential,0.496,0.14
Brynna BUA,Small,Wales,Least Deprived Residential,0.185,0.86
Caerleon BUA,Small,Wales,Least Deprived Residential,0.489,0.96
Mountain Ash BUA,Small,Wales,Mid Deprived Residential,0.214,0.05
Denbigh BUA,Small,Wales,Least Deprived Working,0.718,0.71
Pontarddulais BUA,Small,Wales,Least Deprived Residential,0.393,0.8
Abertridwr BUA,Small,Wales,Least Deprived Residential,0.111,0.09
Cwmavon BUA,Small,Wales,Mid Deprived Residential,0.117,0.53
Brecon BUA,Small,Wales,Least Deprived Working,0.977,0.89
Cil-y-coed BUA,Small,Wales,Least Deprived Residential,0.475,0.8
Pembroke BUA,Small,Wales,Most Deprived Residential,0.421,0.22
Tonyrefail BUA,Small,Wales,Most Deprived Residential,0.215,0.27
Llandrindod Wells BUA,Small,Wales,Mid Deprived Working,1.494,0.53
Milford Haven BUA,Small,Wales,Most Deprived Residential,0.421,0.33
Llandudno BUA,Small,Wales,Most Deprived Working,1.208,0.39
Rhoose BUA,Small,Wales,Least Deprived Residential,0.400,0.96
Ferndale BUA,Small,Wales,Most Deprived Mixed,0.265,0.03
Mold BUA,Small,Wales,Least Deprived Working,1.476,0.71
Porthcawl BUA,Small,Wales,Least Deprived Mixed,0.567,0.8
Holyhead BUA,Small,Wales,Mid Deprived Residential,0.497,0.05
Hirwaun BUA,Small,Wales,Most Deprived Residential,0.140,0.01
Tredegar BUA,Small,Wales,Most Deprived Residential,0.480,0.14
Barry BUA,Medium,Wales,Most Deprived Residential,0.529,0.33
Abercynon BUA,Small,Wales,Most Deprived Residential,0.368,0.14
Monmouth BUA,Small,Wales,Least Deprived Working,0.781,0.86
Coedpoeth BUA,Small,Wales,Least Deprived Residential,0.414,0.66
Carmarthen BUA,Small,Wales,Least Deprived Working,1.752,0.71
Haverfordwest BUA,Small,Wales,Mid Deprived Working,1.192,0.53
Merthyr Tydfil BUA,Medium,Wales,Most Deprived Working,0.774,0.22
Blaenavon BUA,Small,Wales,Most Deprived Residential,0.479,0.27
Wrexham BUASD,Medium,Wales,Mid Deprived Working,0.796,0.59
Abersychan BUASD,Small,Wales,Most Deprived Residential,0.195,0.22
Abercarn BUASD,Small,Wales,Least Deprived Residential,0.422,0.66
Bangor BUASD,Small,Wales,Least Deprived Working,1.000,0.8
Kinmel Bay BUASD,Small,Wales,Most Deprived Residential,0.483,0.27
Maesteg BUASD,Small,Wales,Least Deprived Residential,0.238,0.09
Treharris BUASD,Small,Wales,Mid Deprived Residential,0.368,0.53
Ammanford BUASD,Small,Wales,Mid Deprived Working,0.729,0.53
Shotton BUASD,Small,Wales,Least Deprived Mixed,0.680,0.8
Newbridge BUASD,Small,Wales,Most Deprived Residential,0.344,0.33
Brynmawr BUASD,Small,Wales,Most Deprived Residential,0.335,0.33
Undy BUASD,Small,Wales,Most Deprived Mixed,0.271,1
Caernarfon BUASD,Small,Wales,Most Deprived Working,1.239,0.27
Abergavenny BUASD,Small,Wales,Mid Deprived Working,1.190,0.59
Rhosllanerchrugog BUASD,Small,Wales,Most Deprived Residential,0.330,0.39
Prestatyn BUASD,Small,Wales,Mid Deprived Residential,0.514,0.53
Gowerton BUASD,Small,Wales,Least Deprived Residential,0.425,0.8
RAF Station St Athan BUASD,Small,Wales,Least Deprived Working,0.290,0.8
Connah's Quay BUASD,Small,Wales,Least Deprived Residential,0.416,0.71
Treherbert BUASD,Small,Wales,Most Deprived Residential,0.152,0.02
Buckley BUASD,Small,Wales,Least Deprived Residential,0.393,0.89
Chepstow BUASD,Small,Wales,Least Deprived Working,0.995,0.86
Treorchy BUASD,Small,Wales,Most Deprived Residential,0.446,0.33
Rhondda BUASD,Small,Wales,Most Deprived Residential,0.372,0.22
Llantwit Major BUASD,Small,Wales,Least Deprived Residential,0.478,0.92
Tonypandy BUASD,Small,Wales,Most Deprived Residential,0.353,0.14
Sarn BUASD,Small,Wales,Mid Deprived Mixed,0.591,0.53
Burry Port BUASD,Small,Wales,Least Deprived Residential,0.236,0.71
Llantrisant BUASD,Small,Wales,Least Deprived Working,1.605,0.96
Dinas Powis BUASD,Small,Wales,Least Deprived Residential,0.327,0.98
Cefn-mawr BUASD,Small,Wales,Least Deprived Residential,0.185,0.07
Risca BUASD,Small,Wales,Mid Deprived Working,0.289,0.59
Pontypridd BUASD,Medium,Wales,Mid Deprived Working,1.037,0.59
Caerphilly BUASD,Medium,Wales,Most Deprived Working,0.762,0.39
Gorseinon BUASD,Small,Wales,Least Deprived Mixed,0.652,0.71
Llanelli BUASD,Medium,Wales,Most Deprived Working,0.776,0.33
Sandycroft BUASD,Small,Wales,Least Deprived Working,1.136,0.8
Ystradgynlais BUASD,Small,Wales,Most Deprived Residential,0.437,0.39
Church Village BUASD,Small,Wales,Least Deprived Residential,0.471,0.92
Rhymney BUASD,Small,Wales,Most Deprived Residential,0.387,0
Pontllan-fraith BUASD,Small,Wales,Mid Deprived Residential,0.449,0.59
Pontypool BUASD,Medium,Wales,Mid Deprived Working,0.720,0.53
Rhyl BUASD,Medium,Wales,Most Deprived Mixed,0.569,0
Welshpool BUASD,Small,Wales,Mid Deprived Working,1.361,0.53
Abergele BUASD,Small,Wales,Mid Deprived Mixed,0.567,0.59
Colwyn Bay BUASD,Medium,Wales,Mid Deprived Working,0.824,0.53
Beddau BUASD,Small,Wales,Least Deprived Residential,0.181,0.66
Penarth BUASD,Medium,Wales,Least Deprived Working,0.934,0.96
Bargod BUASD,Small,Wales,Least Deprived Working,0.278,0.07
Aberdare BUASD,Medium,Wales,Most Deprived Residential,0.357,0.33
Blackwood BUASD,Medium,Wales,Least Deprived Residential,0.552,0.62
Ystrad Mynach BUASD,Small,Wales,Mid Deprived Working,0.780,0.53
Swansea BUASD,Large,Wales,Most Deprived Working,0.822,0.39
Bridgend BUASD,Medium,Wales,Least Deprived Working,1.149,0.66
Taff's Well BUASD,Small,Wales,Least Deprived Working,0.961,0.86
Holywell BUASD,Small,Wales,Most Deprived Mixed,0.559,0.39
Aberystwyth BUASD,Small,Wales,Least Deprived Mixed,0.571,0.98
Neath BUASD,Medium,Wales,Mid Deprived Mixed,0.563,0.53
Pen-y-groes BUASD,Small,Wales,Least Deprived Working,0.758,0.8
Ebbw Vale BUASD,Small,Wales,Most Deprived Mixed,0.686,0.22
Cwmbran BUASD,Medium,Wales,Mid Deprived Working,0.866,0.53
Llandudno Junction BUASD,Small,Wales,Least Deprived Working,0.814,0.86
Flint BUASD,Small,Wales,Least Deprived Working,0.698,0.62
Port Talbot BUASD,Medium,Wales,Most Deprived Mixed,0.676,0.22
Porth BUASD,Small,Wales,Most Deprived Residential,0.336,0.22
Pontardawe BUASD,Small,Wales,Least Deprived Working,0.305,0.62
Newport BUASD,Large,Wales,Most Deprived Working,0.758,0.27